product_name,price_usd,rating,number_of_reviews,gender_target,cruelty_free,country_of_origin,gender_id,country_id
Super Mascara,59.19,4.7,5190,Unisex,False,Australia,3,1
Super Foundation,42.14,3.9,8650,Unisex,True,Australia,3,1
Ultra Mascara,133.02,3.7,285,Unisex,False,UK,3,7
Magic Contour,13.66,3.3,1748,Unisex,False,Japan,3,5
Ultra Eye Shadow,86.15,3.8,4597,Male,True,Germany,2,3
Ultra Eye Shadow,57.21,2.4,9171,Female,False,South Korea,1,6
Perfect Setting Spray,18.5,3.4,4864,Unisex,False,UK,3,7
Ultra Bronzer,58.91,1.9,5263,Female,False,Australia,1,1
Magic Lip Gloss,17.81,1.1,6039,Unisex,False,USA,3,8
Magic Highlighter,147.86,1.5,4744,Male,True,UK,2,7
Magic Face Oil,57.68,3.0,1334,Unisex,False,UK,3,7
Perfect Eyeliner,103.96,1.0,4651,Unisex,True,USA,3,8
Divine Blush,82.2,1.3,1340,Male,True,France,2,2
Super Contour,92.79,2.7,6645,Female,True,USA,1,8
Super Cleanser,15.64,2.3,1407,Female,True,UK,1,7
Super Foundation,63.48,1.3,3038,Male,True,Germany,2,3
Magic Bronzer,18.18,3.8,8846,Female,False,Germany,1,3
Divine Face Oil,21.89,2.4,3977,Unisex,False,Italy,3,4
Divine Contour,33.1,1.7,7248,Unisex,False,France,3,2
Divine Serum,82.15,2.5,2739,Male,True,Germany,2,3
Super Face Mask,114.44,4.6,2213,Female,True,USA,1,8
Magic Lip Liner,66.6,3.5,8532,Unisex,False,UK,3,7
Super Cleanser,113.55,2.6,9193,Unisex,False,South Korea,3,6
Magic Face Mask,67.97,4.9,2545,Unisex,False,Germany,3,3
Super Eye Shadow,10.7,2.2,2797,Female,False,Australia,1,1
Magic Highlighter,16.83,2.0,4343,Female,False,USA,1,8
Magic Moisturizer,146.67,1.3,7229,Unisex,True,South Korea,3,6
Divine Powder,55.12,2.3,5786,Female,True,Italy,1,4
Magic Lip Liner,57.72,2.3,6547,Unisex,False,South Korea,3,6
Super BB Cream,44.5,3.4,890,Male,False,Italy,2,4
Perfect Eye Shadow,105.7,1.9,2154,Male,False,Italy,2,4
Divine Bronzer,136.65,1.1,3343,Female,False,France,1,2
Divine Face Oil,103.39,1.2,7982,Male,False,UK,2,7
Super Foundation,44.87,1.4,6584,Male,False,France,2,2
Divine Cleanser,66.16,2.7,9975,Female,True,Italy,1,4
Super Primer,130.55,1.4,8179,Female,False,Australia,1,1
Perfect Moisturizer,16.99,1.2,9136,Female,False,Germany,1,3
Ultra Serum,94.79,2.4,1272,Unisex,False,Italy,3,4
Perfect Serum,72.08,4.3,3705,Unisex,True,Italy,3,4
Super Mascara,81.6,3.0,4526,Unisex,False,South Korea,3,6
Ultra Serum,64.98,1.4,5954,Unisex,True,Italy,3,4
Super Blush,47.72,4.7,3453,Unisex,False,Italy,3,4
Magic Cleanser,116.75,1.7,9784,Male,False,France,2,2
Magic Primer,138.45,3.0,605,Female,False,USA,1,8
Perfect Face Mask,149.33,4.7,3105,Unisex,False,Japan,3,5
Ultra Mascara,120.01,1.7,7892,Male,True,USA,2,8
Divine CC Cream,77.24,2.6,3862,Female,True,Australia,1,1
Divine Serum,125.9,4.3,3937,Male,False,UK,2,7
Divine Lipstick,95.74,1.1,5320,Female,False,UK,1,7
Ultra Face Oil,63.6,3.8,7618,Male,False,South Korea,2,6
Divine Mascara,107.01,2.4,9328,Male,True,Germany,2,3
Magic Lipstick,40.05,1.4,1999,Unisex,False,Italy,3,4
Magic Lip Gloss,58.28,4.1,6243,Male,True,USA,2,8
Perfect Exfoliator,137.74,2.7,3647,Female,False,Germany,1,3
Magic Makeup Remover,138.91,3.2,6421,Unisex,False,Germany,3,3
Perfect Serum,93.53,2.6,3564,Male,False,Japan,2,5
Super Contour,37.14,3.9,3000,Unisex,True,France,3,2
Ultra Eye Shadow,131.62,1.9,4913,Female,False,Japan,1,5
Super Moisturizer,62.66,4.5,4635,Unisex,True,Japan,3,5
Ultra Face Mask,17.83,1.5,4937,Unisex,True,UK,3,7
Magic Highlighter,111.27,2.0,4614,Female,False,Australia,1,1
Super Makeup Remover,60.72,4.3,6519,Female,True,USA,1,8
Super Eyeliner,69.06,4.7,8815,Male,False,Germany,2,3
Super Lip Gloss,69.89,4.7,7251,Female,False,UK,1,7
Divine Exfoliator,39.73,4.6,8370,Unisex,False,Germany,3,3
Super BB Cream,104.06,4.9,92,Male,False,Japan,2,5
Magic Eye Shadow,24.16,2.5,9537,Unisex,False,Australia,3,1
Super Contour,120.26,4.9,4206,Male,False,Italy,2,4
Divine Powder,21.78,4.8,2031,Female,True,France,1,2
Perfect Eye Shadow,32.65,1.5,3981,Female,False,Australia,1,1
Magic Makeup Remover,15.62,4.2,9333,Male,False,USA,2,8
Ultra Foundation,129.5,4.2,7978,Unisex,True,France,3,2
Magic BB Cream,79.31,2.1,2863,Female,False,Australia,1,1
Magic Face Mask,111.1,3.1,1408,Unisex,True,Japan,3,5
Perfect Highlighter,57.69,4.0,87,Unisex,False,Germany,3,3
Ultra BB Cream,108.68,1.5,1460,Male,True,UK,2,7
Perfect Face Mask,118.58,1.5,1165,Unisex,True,South Korea,3,6
Ultra Bronzer,128.78,2.6,3592,Male,False,Japan,2,5
Super Lip Liner,102.4,5.0,8825,Female,False,Japan,1,5
Ultra Eye Shadow,140.33,2.3,5767,Male,True,Italy,2,4
Divine Primer,65.58,3.0,3372,Unisex,False,France,3,2
Divine Blush,78.68,1.9,1850,Unisex,False,Germany,3,3
Divine Primer,13.1,1.3,6561,Male,True,Italy,2,4
Ultra Serum,10.4,2.1,1347,Unisex,True,UK,3,7
Perfect Face Mask,115.49,3.1,7951,Unisex,False,Italy,3,4
Ultra Powder,54.51,4.1,2001,Unisex,False,Italy,3,4
Magic Cleanser,69.59,4.5,8495,Unisex,True,South Korea,3,6
Magic Cleanser,71.11,4.5,776,Unisex,False,USA,3,8
Ultra Serum,12.76,3.6,4108,Male,False,South Korea,2,6
Perfect Blush,37.4,1.6,480,Male,False,Australia,2,1
Divine Eyeliner,36.26,1.7,6181,Female,True,France,1,2
Ultra Contour,130.49,4.2,4183,Unisex,True,USA,3,8
Perfect Mascara,53.41,4.4,8932,Unisex,False,USA,3,8
Divine Makeup Remover,57.55,1.3,5954,Male,False,South Korea,2,6
Super Exfoliator,71.29,3.4,1475,Male,True,France,2,2
Divine Bronzer,80.72,1.3,4931,Male,False,USA,2,8
Divine Highlighter,57.55,2.3,6059,Male,False,France,2,2
Perfect Primer,65.88,5.0,3656,Unisex,True,Japan,3,5
Magic Powder,127.6,1.1,6417,Female,True,France,1,2
Super Lip Liner,94.88,1.8,9268,Unisex,False,South Korea,3,6
Magic Lip Liner,101.59,3.3,3031,Male,True,Japan,2,5
Ultra Concealer,19.85,1.3,1558,Male,True,UK,2,7
Perfect Contour,148.27,3.0,980,Unisex,True,South Korea,3,6
Magic Primer,90.06,4.5,1518,Female,True,Australia,1,1
Perfect Face Oil,141.54,2.3,2581,Unisex,False,South Korea,3,6
Ultra Concealer,53.76,4.5,9715,Male,False,Germany,2,3
Super Moisturizer,116.82,2.4,6963,Unisex,False,Japan,3,5
Divine Cleanser,105.26,1.5,1351,Female,True,Germany,1,3
Super Eyeliner,144.47,1.3,9126,Unisex,False,France,3,2
Ultra Highlighter,111.6,2.6,1739,Unisex,False,Italy,3,4
Ultra Primer,118.42,4.0,9871,Female,False,South Korea,1,6
Ultra Powder,81.2,1.1,8346,Male,True,Italy,2,4
Ultra Concealer,123.24,1.4,4874,Female,True,South Korea,1,6
Divine Foundation,79.0,3.0,7844,Female,False,Italy,1,4
Perfect Cleanser,47.52,4.3,5633,Female,True,USA,1,8
Divine BB Cream,25.95,2.1,7727,Male,False,UK,2,7
Magic Primer,40.27,2.3,9807,Unisex,False,UK,3,7
Perfect Lip Liner,78.05,4.9,7984,Female,True,Italy,1,4
Perfect Powder,13.28,4.0,1971,Male,False,Japan,2,5
Divine Lip Gloss,21.19,2.4,3106,Female,True,Italy,1,4
Magic Bronzer,135.28,2.6,356,Unisex,True,Germany,3,3
Perfect CC Cream,15.07,2.5,8219,Female,True,Japan,1,5
Super Primer,89.23,3.1,5174,Male,True,France,2,2
Super Concealer,131.93,2.5,4615,Male,False,Australia,2,1
Super Primer,106.51,3.1,4722,Unisex,True,Italy,3,4
Ultra Bronzer,112.92,3.9,9559,Male,True,USA,2,8
Perfect Face Oil,93.67,2.0,6531,Female,False,South Korea,1,6
Super Lip Liner,124.65,3.2,2275,Male,True,Germany,2,3
Super Eyeliner,137.04,4.4,6094,Male,False,South Korea,2,6
Perfect Powder,105.68,2.7,7003,Male,False,Italy,2,4
Ultra Setting Spray,45.8,1.8,3458,Female,True,Germany,1,3
Ultra Primer,107.74,1.7,2729,Male,False,Germany,2,3
Magic Serum,17.06,1.1,952,Male,False,Japan,2,5
Magic Eye Shadow,70.88,1.6,9143,Female,True,Italy,1,4
Ultra Concealer,54.98,3.1,5977,Unisex,False,Italy,3,4
Divine Primer,113.41,2.3,6850,Male,False,Italy,2,4
Super Face Oil,96.21,1.7,5678,Unisex,False,France,3,2
Ultra Makeup Remover,20.79,4.0,9199,Female,False,South Korea,1,6
Ultra Setting Spray,68.68,3.0,9882,Male,True,Australia,2,1
Magic Contour,17.65,2.2,857,Female,True,Italy,1,4
Perfect Powder,73.92,4.8,3996,Female,True,Australia,1,1
Super Setting Spray,138.29,1.1,6034,Unisex,True,France,3,2
Super CC Cream,110.05,1.0,2082,Unisex,True,France,3,2
Magic Eyeliner,57.53,1.1,372,Female,False,Germany,1,3
Divine Lip Gloss,105.47,4.5,4143,Female,False,South Korea,1,6
Magic Serum,14.26,1.5,1336,Unisex,True,UK,3,7
Super Primer,25.74,4.5,726,Unisex,True,Italy,3,4
Divine BB Cream,23.96,3.4,9667,Unisex,False,Australia,3,1
Perfect Moisturizer,108.29,3.5,3181,Male,False,Italy,2,4
Super Setting Spray,62.72,2.8,9810,Male,True,South Korea,2,6
Ultra Blush,20.07,3.1,8846,Male,False,Australia,2,1
Divine Lip Liner,31.12,4.4,1761,Male,True,UK,2,7
Super Lip Gloss,37.59,2.9,8049,Male,True,Germany,2,3
Divine Lip Gloss,83.86,4.0,4933,Unisex,False,Germany,3,3
Divine Powder,42.4,4.0,2162,Female,True,USA,1,8
Perfect Bronzer,14.9,1.6,916,Unisex,True,Australia,3,1
Ultra Cleanser,66.97,3.5,6994,Male,False,Germany,2,3
Ultra BB Cream,148.76,3.5,5768,Unisex,False,Italy,3,4
Super CC Cream,115.6,5.0,2802,Unisex,True,France,3,2
Perfect Lip Gloss,58.05,1.4,2416,Unisex,False,South Korea,3,6
Ultra Face Mask,49.27,4.8,6841,Male,False,Australia,2,1
Divine Powder,144.44,2.1,8897,Female,False,France,1,2
Divine Concealer,91.26,3.4,5042,Female,True,UK,1,7
Super Primer,137.58,3.7,6421,Female,False,Australia,1,1
Ultra Setting Spray,27.09,2.3,1182,Male,True,Germany,2,3
Divine BB Cream,99.03,1.5,7103,Male,False,Italy,2,4
Super Contour,142.43,2.7,1109,Unisex,True,France,3,2
Perfect Contour,40.59,4.9,8460,Unisex,False,Japan,3,5
Super Mascara,44.76,3.2,7853,Male,False,South Korea,2,6
Perfect Blush,101.27,3.3,8150,Female,False,UK,1,7
Magic Foundation,77.11,3.2,3223,Female,True,UK,1,7
Super Exfoliator,79.4,1.9,4101,Unisex,True,South Korea,3,6
Ultra CC Cream,110.13,4.6,686,Male,True,Australia,2,1
Divine Lipstick,84.01,4.3,3397,Female,False,UK,1,7
Divine Eye Shadow,101.68,3.9,2822,Male,True,USA,2,8
Ultra Cleanser,18.57,1.4,222,Male,True,UK,2,7
Perfect Mascara,92.4,4.6,9343,Unisex,False,France,3,2
Ultra Blush,128.76,4.9,2177,Female,False,USA,1,8
Divine Face Mask,38.78,1.8,472,Unisex,False,Italy,3,4
Ultra CC Cream,39.86,2.9,4408,Female,False,UK,1,7
Ultra Face Oil,136.43,4.1,1332,Female,True,South Korea,1,6
Divine Highlighter,42.47,2.8,1053,Unisex,True,South Korea,3,6
Divine Bronzer,82.11,4.5,330,Unisex,True,Australia,3,1
Divine Cleanser,126.59,4.5,6030,Female,False,Japan,1,5
Divine Bronzer,37.78,4.7,6043,Male,False,UK,2,7
Divine Powder,116.11,5.0,3869,Female,True,Japan,1,5
Ultra Exfoliator,59.65,2.7,7921,Unisex,True,France,3,2
Magic Cleanser,85.71,4.4,7477,Male,True,USA,2,8
Ultra Highlighter,63.81,1.6,3536,Male,True,Germany,2,3
Perfect Concealer,63.81,1.6,8016,Female,False,Australia,1,1
Ultra Lipstick,49.35,4.3,6234,Male,True,Australia,2,1
Magic Makeup Remover,27.04,1.3,2211,Male,True,Japan,2,5
Magic Blush,141.75,1.1,7431,Female,False,UK,1,7
Divine Cleanser,61.82,4.4,3046,Unisex,False,South Korea,3,6
Perfect Exfoliator,10.07,4.2,1086,Unisex,True,Germany,3,3
Divine Bronzer,35.03,4.1,4933,Unisex,True,Japan,3,5
Divine Cleanser,96.71,4.7,8930,Female,False,Italy,1,4
Ultra Eyeliner,109.3,1.3,7679,Unisex,True,France,3,2
Super Lip Liner,112.78,1.6,3324,Female,False,France,1,2
Magic Serum,101.64,1.9,7343,Male,False,Australia,2,1
Magic Cleanser,135.15,4.5,3714,Unisex,True,France,3,2
Super Powder,62.27,4.6,2359,Female,True,UK,1,7
Super Makeup Remover,121.45,4.7,2564,Unisex,True,Italy,3,4
Perfect Concealer,32.44,2.5,1726,Female,True,Germany,1,3
Divine Lipstick,131.9,2.6,3801,Unisex,False,Australia,3,1
Super Lipstick,30.91,2.8,6957,Female,False,Italy,1,4
Magic Lip Liner,86.31,4.3,4422,Male,False,France,2,2
Divine Cleanser,97.28,4.8,4705,Unisex,True,France,3,2
Magic Primer,86.59,2.5,5039,Unisex,False,UK,3,7
Super Eyeliner,55.94,3.5,3950,Male,True,USA,2,8
Perfect Highlighter,52.46,4.7,2410,Female,False,Italy,1,4
Super Makeup Remover,47.55,4.8,930,Unisex,True,UK,3,7
Magic Makeup Remover,40.08,2.5,898,Female,True,UK,1,7
Super BB Cream,72.53,4.9,5921,Male,True,Japan,2,5
Ultra Mascara,116.32,2.0,5981,Unisex,True,USA,3,8
Super BB Cream,50.6,4.5,5771,Female,False,Australia,1,1
Magic Contour,60.7,1.0,7790,Male,True,Australia,2,1
Super Exfoliator,30.4,1.5,2809,Female,False,Japan,1,5
Magic Concealer,134.52,2.1,3641,Male,False,South Korea,2,6
Perfect Face Mask,79.43,3.1,5671,Unisex,True,Italy,3,4
Perfect BB Cream,97.48,1.8,5369,Male,False,Japan,2,5
Ultra Eyeliner,53.54,1.7,9687,Female,True,Italy,1,4
Ultra Eye Shadow,70.4,4.3,5877,Unisex,True,USA,3,8
Super Face Mask,21.97,2.2,1486,Unisex,True,France,3,2
Ultra Face Mask,11.68,4.3,1618,Unisex,True,Australia,3,1
Perfect Bronzer,92.6,1.8,439,Unisex,False,Italy,3,4
Divine Mascara,96.33,3.6,571,Male,True,UK,2,7
Magic BB Cream,57.26,2.0,5250,Unisex,True,France,3,2
Super Face Mask,108.85,2.7,3257,Unisex,True,Australia,3,1
Ultra Powder,103.96,4.0,3968,Male,False,UK,2,7
Perfect Lip Liner,35.58,1.7,3006,Male,True,Japan,2,5
Divine Exfoliator,50.03,2.7,291,Unisex,False,UK,3,7
Perfect Blush,131.18,3.9,8208,Unisex,False,Japan,3,5
Magic Primer,51.86,1.7,9778,Male,False,Italy,2,4
Divine Setting Spray,131.98,4.6,9525,Female,False,South Korea,1,6
Super Setting Spray,46.36,1.8,5339,Female,False,South Korea,1,6
Perfect Bronzer,14.05,1.9,2355,Unisex,True,UK,3,7
Divine Face Mask,25.74,4.3,3398,Female,False,France,1,2
Divine Lip Liner,31.4,4.1,5359,Male,True,South Korea,2,6
Magic Bronzer,89.64,4.8,8304,Female,True,France,1,2
Magic Cleanser,138.56,2.5,266,Male,True,Japan,2,5
Divine Mascara,32.63,5.0,4492,Male,True,Italy,2,4
Super Makeup Remover,118.15,2.0,695,Unisex,False,USA,3,8
Super Cleanser,88.04,4.4,7995,Unisex,False,Germany,3,3
Divine Bronzer,70.98,2.5,6782,Male,False,Italy,2,4
Ultra Primer,30.36,3.6,8870,Unisex,False,USA,3,8
Super CC Cream,129.77,1.7,3189,Male,True,Japan,2,5
Magic Serum,24.41,2.2,3915,Male,False,UK,2,7
Perfect Primer,55.31,2.3,9413,Female,False,USA,1,8
Super Contour,41.04,3.1,7911,Unisex,True,France,3,2
Magic Lip Liner,58.26,1.9,7435,Female,False,USA,1,8
Divine Powder,48.69,4.5,2801,Male,False,UK,2,7
Super Makeup Remover,67.11,2.3,3605,Unisex,False,Italy,3,4
Ultra Exfoliator,105.18,2.0,5297,Unisex,True,South Korea,3,6
Ultra Bronzer,73.85,2.8,5816,Male,True,Germany,2,3
Divine Foundation,44.93,2.9,2577,Unisex,True,USA,3,8
Magic Lip Liner,77.18,2.3,9796,Male,False,Japan,2,5
Super Face Oil,149.14,1.2,2850,Unisex,True,USA,3,8
Magic Lipstick,34.19,2.1,9010,Unisex,False,USA,3,8
Divine Contour,102.69,3.9,855,Unisex,True,USA,3,8
Divine Cleanser,121.81,1.3,8859,Male,False,Australia,2,1
Divine Highlighter,115.12,2.4,6291,Unisex,True,Japan,3,5
Super Serum,134.97,1.6,889,Female,False,USA,1,8
Perfect Primer,76.2,5.0,4606,Unisex,True,Germany,3,3
Divine Blush,38.22,4.3,8365,Female,False,France,1,2
Magic Face Oil,52.99,1.6,6241,Unisex,False,USA,3,8
Divine Face Oil,101.39,2.9,8800,Female,False,UK,1,7
Divine Eyeliner,133.85,4.2,4366,Male,False,Germany,2,3
Super Cleanser,37.55,2.0,7932,Female,False,UK,1,7
Super Lipstick,128.01,2.4,1851,Female,True,Japan,1,5
Ultra Setting Spray,144.57,4.1,2153,Female,True,Italy,1,4
Perfect Exfoliator,143.55,4.8,9469,Male,False,France,2,2
Perfect Lip Liner,36.99,1.5,2459,Male,False,Japan,2,5
Perfect BB Cream,120.05,1.3,5301,Unisex,True,Japan,3,5
Divine Concealer,110.42,2.8,753,Male,True,South Korea,2,6
Magic Lip Liner,65.78,4.9,1524,Unisex,False,UK,3,7
Super Bronzer,78.35,1.9,8520,Female,False,UK,1,7
Perfect Face Oil,37.38,2.7,5345,Male,True,USA,2,8
Magic Blush,105.08,1.7,3562,Female,False,USA,1,8
Ultra Primer,112.49,3.8,848,Female,True,USA,1,8
Perfect Serum,59.91,2.2,1568,Unisex,False,Japan,3,5
Ultra Serum,30.21,1.1,6876,Female,False,Australia,1,1
Ultra Exfoliator,105.69,2.5,5819,Male,True,UK,2,7
Super Bronzer,125.75,4.9,9523,Unisex,False,Australia,3,1
Ultra Highlighter,24.12,2.3,3233,Male,True,France,2,2
Super Cleanser,132.05,2.1,7948,Male,True,South Korea,2,6
Ultra Concealer,30.55,2.0,458,Unisex,True,Australia,3,1
Divine CC Cream,72.25,2.3,6478,Female,True,Germany,1,3
Ultra Setting Spray,24.31,1.3,2659,Unisex,False,USA,3,8
Super Exfoliator,54.32,4.7,3712,Unisex,False,South Korea,3,6
Ultra Face Oil,34.31,1.5,7404,Female,False,South Korea,1,6
Ultra Exfoliator,115.68,1.6,9290,Unisex,True,Italy,3,4
Divine Contour,127.63,2.6,3038,Unisex,True,Japan,3,5
Super Cleanser,39.34,2.0,8543,Female,False,South Korea,1,6
Perfect Primer,143.0,4.2,2552,Male,False,Australia,2,1
Super Cleanser,29.26,2.9,3726,Unisex,True,France,3,2
Super Powder,45.18,4.1,607,Unisex,True,Australia,3,1
Ultra Eye Shadow,42.96,2.8,1667,Female,True,USA,1,8
Perfect Lip Gloss,65.35,2.3,7118,Unisex,True,USA,3,8
Divine Concealer,38.18,2.6,9098,Male,False,South Korea,2,6
Ultra BB Cream,133.72,1.6,3475,Female,False,Italy,1,4
Super Lipstick,120.83,4.2,9698,Male,False,Australia,2,1
Magic Serum,93.78,2.9,8945,Female,True,Japan,1,5
Magic Setting Spray,24.55,3.6,805,Female,True,Germany,1,3
Perfect Foundation,60.61,1.5,174,Male,True,Australia,2,1
Perfect Lip Gloss,60.04,3.5,5080,Male,False,Italy,2,4
Magic Face Mask,46.93,1.3,7493,Male,False,Japan,2,5
Perfect Blush,33.03,2.3,8852,Male,True,Italy,2,4
Super BB Cream,97.21,2.6,6748,Female,False,Japan,1,5
Divine Highlighter,22.25,2.9,5903,Female,False,South Korea,1,6
Divine Powder,44.44,3.5,7425,Male,True,Italy,2,4
Magic Contour,24.45,3.3,1397,Male,False,Japan,2,5
Magic Serum,104.39,2.1,1569,Female,True,Japan,1,5
Super Contour,83.95,1.6,7569,Unisex,True,Australia,3,1
Divine Lip Gloss,134.85,3.1,78,Unisex,True,Australia,3,1
Divine Moisturizer,134.1,4.9,2748,Female,True,UK,1,7
Magic Lip Gloss,90.42,4.6,5285,Male,False,Germany,2,3
Perfect Primer,126.12,1.9,5126,Female,False,UK,1,7
Divine Makeup Remover,11.26,4.9,1176,Male,True,USA,2,8
Divine Face Mask,56.56,2.1,6382,Female,False,South Korea,1,6
Magic Mascara,44.95,4.5,8097,Unisex,False,South Korea,3,6
Magic Eyeliner,130.64,2.3,9475,Female,False,UK,1,7
Magic Mascara,58.93,3.7,6061,Female,False,France,1,2
Ultra Eyeliner,103.99,1.9,3320,Female,False,France,1,2
Magic Exfoliator,134.37,4.7,937,Unisex,True,Germany,3,3
Super Foundation,87.57,1.2,2823,Unisex,True,South Korea,3,6
Magic Primer,20.16,1.2,564,Unisex,False,France,3,2
Super Moisturizer,82.13,3.9,8901,Male,False,Japan,2,5
Divine Lip Gloss,100.92,4.3,1595,Unisex,True,Australia,3,1
Ultra Face Mask,100.69,4.8,5493,Female,False,South Korea,1,6
Divine Highlighter,147.46,2.7,2079,Male,True,USA,2,8
Super Eyeliner,85.7,2.5,2760,Female,True,Italy,1,4
Magic Highlighter,147.85,1.7,3182,Unisex,False,USA,3,8
Super Exfoliator,111.94,2.2,1846,Male,True,Japan,2,5
Magic Serum,88.68,2.5,7800,Unisex,False,UK,3,7
Super Highlighter,31.98,3.8,3624,Unisex,True,Australia,3,1
Super Lip Gloss,33.05,4.3,234,Male,False,France,2,2
Ultra Mascara,134.14,3.5,3153,Female,True,Japan,1,5
Divine Mascara,135.87,4.7,9778,Male,True,France,2,2
Super Mascara,22.76,2.8,5606,Male,True,UK,2,7
Perfect Cleanser,40.11,3.7,8497,Unisex,False,South Korea,3,6
Ultra Eyeliner,29.64,3.5,8771,Female,False,UK,1,7
Magic BB Cream,70.25,3.0,4964,Male,False,Japan,2,5
Magic Serum,142.93,1.1,734,Unisex,True,South Korea,3,6
Perfect Cleanser,104.72,1.3,3630,Unisex,True,UK,3,7
Ultra Serum,70.79,2.8,8946,Female,False,UK,1,7
Divine Eye Shadow,46.8,1.6,8188,Unisex,False,Germany,3,3
Perfect Highlighter,38.42,3.8,8543,Female,True,Germany,1,3
Divine Face Oil,62.41,4.5,1226,Unisex,False,France,3,2
Divine Highlighter,118.85,1.2,8196,Male,True,Germany,2,3
Ultra Face Mask,109.16,1.0,1757,Female,True,Australia,1,1
Divine Exfoliator,48.81,2.0,7757,Male,True,Germany,2,3
Ultra Bronzer,15.0,3.9,7928,Unisex,False,Germany,3,3
Magic Lipstick,58.09,4.6,7361,Male,True,UK,2,7
Divine Lip Gloss,10.27,4.0,7125,Female,False,South Korea,1,6
Divine CC Cream,54.06,4.3,5602,Male,False,UK,2,7
Super Lipstick,34.12,1.3,246,Female,True,South Korea,1,6
Perfect Lip Gloss,43.73,1.4,2197,Unisex,True,Australia,3,1
Ultra Exfoliator,132.82,2.6,1746,Unisex,False,USA,3,8
Ultra Eye Shadow,28.43,4.5,9873,Female,True,Australia,1,1
Ultra Blush,128.62,1.7,8882,Unisex,True,South Korea,3,6
Perfect Serum,82.5,2.8,7441,Unisex,False,USA,3,8
Ultra Lip Gloss,108.34,1.1,3434,Male,True,Germany,2,3
Magic Lip Liner,27.18,3.6,4892,Unisex,False,South Korea,3,6
Divine Makeup Remover,84.38,5.0,2984,Male,True,South Korea,2,6
Perfect Concealer,104.87,4.9,5639,Female,True,Australia,1,1
Divine Bronzer,131.26,1.2,9709,Unisex,True,Australia,3,1
Perfect Lipstick,119.73,2.1,7376,Male,True,South Korea,2,6
Super Setting Spray,25.84,1.5,6277,Female,True,France,1,2
Ultra Face Oil,82.42,1.8,2919,Male,False,Australia,2,1
Magic Concealer,24.38,2.9,4199,Male,True,South Korea,2,6
Magic Face Oil,132.83,1.6,8519,Female,False,USA,1,8
Magic Eye Shadow,124.4,2.0,6414,Unisex,False,Italy,3,4
Magic Bronzer,11.58,1.8,115,Unisex,True,UK,3,7
Magic Makeup Remover,45.95,2.9,2642,Female,False,Italy,1,4
Divine Setting Spray,82.55,1.9,7020,Female,True,Italy,1,4
Super Lipstick,12.38,3.5,7251,Female,False,Italy,1,4
Perfect Makeup Remover,64.84,2.4,2627,Female,False,France,1,2
Super Primer,108.62,4.5,6041,Male,True,South Korea,2,6
Perfect Face Oil,25.77,1.0,2106,Male,False,UK,2,7
Magic Moisturizer,70.84,2.4,8842,Unisex,False,Germany,3,3
Magic Cleanser,12.01,1.8,4251,Female,False,Australia,1,1
Ultra Primer,11.05,1.6,5758,Female,False,USA,1,8
Super Powder,141.49,2.9,3751,Female,False,Germany,1,3
Perfect Lip Liner,148.75,3.6,8681,Female,True,USA,1,8
Super Serum,72.14,2.4,2636,Female,False,UK,1,7
Magic Lip Liner,28.7,1.3,6649,Unisex,True,France,3,2
Perfect Mascara,112.63,2.1,9302,Unisex,False,UK,3,7
Magic BB Cream,26.11,1.3,6645,Female,True,Italy,1,4
Ultra Bronzer,82.6,1.3,7927,Male,True,Australia,2,1
Ultra Highlighter,65.2,1.8,6834,Male,False,UK,2,7
Divine Cleanser,33.9,3.7,8815,Female,False,UK,1,7
Magic Moisturizer,31.92,2.6,9805,Female,False,Australia,1,1
Divine Exfoliator,42.43,1.0,1193,Unisex,True,UK,3,7
Ultra Lip Gloss,76.17,4.9,4542,Female,True,Italy,1,4
Magic Face Oil,125.05,2.2,2988,Female,True,UK,1,7
Divine Mascara,149.83,1.3,2448,Female,False,USA,1,8
Divine Setting Spray,57.28,4.7,6667,Male,False,South Korea,2,6
Magic Lip Liner,105.01,3.7,9560,Female,False,South Korea,1,6
Magic Lip Liner,128.5,2.5,1459,Female,False,Italy,1,4
Perfect Setting Spray,71.7,3.0,3527,Female,False,USA,1,8
Divine Primer,122.53,2.5,5171,Unisex,True,UK,3,7
Ultra Setting Spray,131.14,1.9,314,Female,True,Italy,1,4
Super Moisturizer,127.01,1.7,5811,Male,True,USA,2,8
Divine Lip Gloss,54.76,4.2,8603,Unisex,True,France,3,2
Divine Concealer,111.15,4.4,7390,Unisex,False,South Korea,3,6
Super Mascara,121.79,1.9,3554,Female,False,USA,1,8
Perfect Lip Liner,132.68,2.6,8909,Female,True,France,1,2
Perfect Exfoliator,93.19,4.1,6341,Male,True,UK,2,7
Magic Setting Spray,26.82,3.3,8774,Male,False,Italy,2,4
Perfect Cleanser,45.82,4.6,7995,Female,True,Germany,1,3
Ultra Highlighter,98.39,1.1,4545,Female,True,USA,1,8
Perfect Exfoliator,71.06,2.9,3295,Male,False,Italy,2,4
Ultra Mascara,113.31,2.2,6135,Male,False,Italy,2,4
Magic Eye Shadow,87.21,1.9,3940,Female,False,France,1,2
Perfect Lipstick,80.66,1.4,2233,Male,False,Germany,2,3
